306,에스엔엔씨,전남 광양시 금호동 878,합금철 제조업,3750,3940,전남
691,일진Materials,전북 익산시 팔봉동 827,동 압연 압출 및 연신제품 제조업,3100,3928,전북
098,교보생명,서울 종로구 종로1가 1-1 교보생명빌딩,생명 보험업,4150,3898,서울
408,넥센타이어,경남 양산시 유산동 30,타이어 및 튜브 제조업,3561,3885,경남
317,경신,인천 연수구 송도동 7-1,그외 기타 자동차 부품 제조업,3700,3881,인천
212,대원강업,서울 중구 남대문로5가 6-15,금속 스프링 제조업,3900,3878,서울
025,현대미포조선,울산 동구 방어동 1381,강선 건조업,4850,3824,울산
750,오스템,충남 천안시 동남구 수신면 장산리 462-1,자동차 차체용 부품 제조업,3000,3815,충남
248,울트라건설,서울 중구 서소문동 75-95 유원빌딩,사무 및 상업용 건물 건설업,3800,3697,서울
249,CJ대한통운,서울 중구 서소문동 58-12 58-12 대한통운 빌딩,일반 화물자동차 운송업,3800,3661,서울
416,한국광해관리공단,서울특별시 종로구 청진동길 30(수송동) 석탄회관빌딩,-,3515,3657,서울
250,펜오션 주식회사,서울 중구 남대문로5가 631 에스티엑스남산타워 (서울 중구 후암로 98),외항 화물 운송업,3800,3600,서울
615,한국보훈복지의료공단,서울 서초구 반포1동,-,3255,3538,서울
074,광주은행,광주 동구 대인동 7-12,국내은행,4250,3509,광주
555,JS전선,충남 천안시 동남구 풍세면 보성리 569,기타 절연선 및 케이블 제조업,3300,3500,충남
862,코스모신소재,충북 충주시 목행동 315,마그네틱 및 광학 매체 제조업,2800,3461,충북
103,신세계,서울 중구 충무로1가 52-5,백화점,4100,3395,서울
017,현대해상화재보험,서울 종로구 세종로 178,손해 보험업,5000,3338,서울
251,CJ,서울 중구 남대문로5가 500 CJ빌딩,비금융 지주회사,3800,3307,서울
235,장금상선,서울 중구 북창동 21번지 해남빌딩 신관 2층,외항 화물 운송업,3850,3296,서울
422,SK에너지,인천 서구 원창동,원유 정제처리업,3500,3296,인천
423,동광기연,인천 계양구 작전동 681-1,자동차 차체용 부품 제조업,3500,3275,인천
894,대한적십자사,서울특별시 중구 소파길 10번지(남산동 3가 32번지),사회복지,2775,3248,서울
856,한국가스공사,경기 성남시 분당구 정자동 215 한국가스공사,가스 제조 및 배관공급업,2822,3202,경기
018,현대건설,서울 종로구 계동 140-2,도로 건설업,5000,3200,서울
019,GS칼텍스,서울 강남구 역삼1동 679 GS강남타워,원유 정제처리업,5000,3193,서울
137,LG이노텍,서울 중구 남대문로 5가 541번지 서울스퀘어 20층,액정 평판 디스플레이 제조업,4000,3179,서울
318,신한기계,울산 울주군 온산읍 우봉리 117,선박 구성부분품 제조업,3700,3150,울산
424,매경닷컴,서울 중구 필동1가,데이터베이스 및 온라인정보 제공업,3500,3144,서울
319,KISWEL(고려용접봉),서울 중구 주자동 43-1 흥국빌딩 경남 창원 성주 58-2,그외 기타 분류안된 금속가공제품 제조업,3700,3087,서울
067,제일기획,서울 용산구 한남동 736-1,광고 대행업,4300,3084,서울
637,한솔테크닉스,충북 진천군 덕산면,전자관 제조업,3200,3050,충북
032,현대엔지니어링,서울 양천구 목1동 917-9 현대41타워 2층,산업플랜트 건설업,4640,3039,서울
038,우리투자증권,서울 영등포구 여의도동 23-4,증권 중개업,4565,2926,서울
425,남성해운,서울 중구 장교동 1 장교빌딩 1706호,외항 화물 운송업,3500,2874,서울
364,한화폴리드리머,충남 천안시 서북구 성환읍 성환리 105-1,플라스틱 필름 시트 및 판 제조업,3600,2849,충남
911,전남대학교병원,광주 동구 학동 제봉로 42,공사/공기업,2717,2831,광주
138,삼성증권,서울 종로구 종로2가 6 종로타워 12층,증권 중개업,4000,2820,서울
961,부산대학교병원,부산광역시 서구 구덕로 305 부산대학교병원,공사/공기업,2657,2789,부산
139,LG생명과학,서울 종로구 신문로2가 92 LG광화문빌딩,완제 의약품 제조업,4000,2788,서울
140,금호산업,서울 종로구 신문로1가,아파트 건설업,4000,2750,서울
141,미래에셋생명보험,서울 영등포구 영등포동4가 442 타임스퀘어 A동,생명 보험업,4000,2736,서울
213,흥국화재해상보험,서울 종로구 신문로1가 226,손해 보험업,3900,2711,서울
